"id","hill_q0","hill_q1","hill_q2","pop_density_1km","annual_mean_temp","mean_diurnal_range","isothermality","temp_seasonality","max_temp_warmest_month","min_temp_coldest_month","temp_annual_range","mean_temp_wettest_quarter","mean_temp_driest_quarter","mean_temp_warmest_quarter","mean_temp_coldest_quarter","annual_precipitation"
"EHI02840",2,2,2,1.08679962158203,11.8208332255284,7.55833340374165,48.6066322338906,286.290054629077,20.199999836585,4.64999987060884,15.5499997275576,8.60833360358317,15.4166670073247,15.4166670073247,8.33333302910195,1377.4999963118
"EHI01258",17,6.86335313522137,3.92078815997255,0.0269408505409956,9.62228455774485,11.3310399826814,52.4655217662145,362.852734996628,21.8956549219712,0.298551775922034,21.5971038986817,7.36401169380856,14.0471037217583,14.0971038986817,5.16425278357383,671.376541326047
"EHI02773",3,2.02456059194598,2.00739989831917,5.45305967330933,12.4985696798654,8.50709746353285,48.8943188541201,319.696473462796,21.9010588293969,4.50211841163183,17.3989404076637,8.58598104260841,16.4858050729343,16.4858050729343,8.58598104260841,990.745790361747
"EHI02817",19,8.56644899333813,5.82542347624689,1.76210904121399,10.8208331885821,9.17499970141119,49.5933646845977,331.314559819178,20.5500001703023,2.04999994550547,18.4999999863783,7.20833347525199,14.9000000772052,14.9000000772052,6.69166682675017,1141.00000095352
"EHI02772",6,2.08302468753312,2.02467806416901,0.128587946295738,12.7416667938232,9.01666641235352,52.4224815368652,293.442199707031,21.3999996185303,4.19999980926514,17.2000007629395,15.1499996185303,15.3333330154419,16.3333339691162,9.06666660308838,713
"EHI02806",19,8.56644899333813,5.82542347624689,1.76210904121399,10.8208331885821,9.17499970141119,49.5933646845977,331.314559819178,20.5500001703023,2.04999994550547,18.4999999863783,7.20833347525199,14.9000000772052,14.9000000772052,6.69166682675017,1141.00000095352
"EHI02831",10,5.40113776375332,3.45994802329283,17.9593524932861,10.4426179010199,9.25693525228199,50.8669557534655,314.112570255251,20.2966441541125,2.09832235515934,18.1983213301151,7.12969851165183,14.2299784887,14.2299784887,6.46359118708863,895.721346961419
"EHI01266",13,6.61375953183326,4.98533238736012,0.0225055608898401,16.0791664123535,12.5249996185303,49.7023811340332,479.082733154297,30.5,5.30000019073486,25.2000007629395,10.5500001907349,22.033332824707,22.033332824707,10.5500001907349,484
"EHI01339",17,6.86335313522137,3.92078815997255,0.0269408505409956,9.62228455774485,11.3310399826814,52.4655217662145,362.852734996628,21.8956549219712,0.298551775922034,21.5971038986817,7.36401169380856,14.0471037217583,14.0971038986817,5.16425278357383,671.376541326047
"EHI02801",3,2.02456059194598,2.00739989831917,5.45305967330933,12.4985696798654,8.50709746353285,48.8943188541201,319.696473462796,21.9010588293969,4.50211841163183,17.3989404076637,8.58598104260841,16.4858050729343,16.4858050729343,8.58598104260841,990.745790361747
"EHI02812",3,2.21773513027075,2.10529010560809,0.441310375928879,12.2291662255089,8.65833316043715,49.1950751870159,319.119963026881,21.2499997883425,3.64999976449708,17.5999994277994,8.71666593940457,16.1333329239667,16.1333329239667,8.24166654688542,1025.00008043109
"EHI02836",23,9.24862298505729,4.52832701008564,3.27979207038879,11.8544217546535,11.1171769259873,51.4669561108017,369.159735117914,23.8006120502882,2.20000004768372,21.6006112873487,8.01707504476912,14.9002038182687,16.3920749081544,7.3335373761108,626.963240370908
"EHI02082",13,5.82182095697101,3.52129476600028,0.342087954282761,15.3625001907349,12.1750001907349,53.6343612670898,399.489013671875,28.5,5.80000019073486,22.7000007629395,10.7666664123535,20.283332824707,20.3833332061768,10.7666664123535,612
"EHI02841",29,10.3387043427226,6.68379146100014,1.56636333465576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EHI02770",2,2,2,1.27857732772827,12.8665832756532,8.53266466978849,48.763693253393,315.938176266993,21.7989970190198,4.30100242311267,17.4979955448024,9.4001666548704,16.7329995149662,16.7329995149662,8.91683402089823,839.040089333344
"EHI02792",10,3.18650329802643,2.52784529020587,2.25793409347534,11.238152902931,9.4527363357605,50.2847864640261,333.76853356241,21.097855293231,2.29946366557121,18.7983923352439,7.63181365511681,15.3483915114355,15.3483915114355,7.08199246504787,1113.10188975083
"EHI01340",3,2.51895352519508,2.33480591488056,0.00085040315752849,17.3958340190733,12.4166666598311,43.3383574721247,609.573880858756,32.3500002315926,3.70000022822183,28.6500001225819,24.2250004064483,12.2749972227884,24.825000787918,9.77500017030455,254.999988010107
"EHI01341",13,6.61375953183326,4.98533238736012,0.0225055608898401,16.0791664123535,12.5249996185303,49.7023811340332,479.082733154297,30.5,5.30000019073486,25.2000007629395,10.5500001907349,22.033332824707,22.033332824707,10.5500001907349,484
"EHI02098",13,5.82182095697101,3.52129476600028,0.342087954282761,15.3625001907349,12.1750001907349,53.6343612670898,399.489013671875,28.5,5.80000019073486,22.7000007629395,10.7666664123535,20.283332824707,20.3833332061768,10.7666664123535,612
"EHI02776",3,2.21773513027075,2.10529010560809,0.441310375928879,12.2291662255089,8.65833316043715,49.1950751870159,319.119963026881,21.2499997883425,3.64999976449708,17.5999994277994,8.71666593940457,16.1333329239667,16.1333329239667,8.24166654688542,1025.00008043109
"EHI02769",3,2.51973937406415,2.33551763788175,0.204998880624771,12.6499996185303,9.10000038146973,52.2988510131836,298.625640869141,21.3999996185303,4,17.3999996185303,15.1166667938232,15.25,16.2999992370605,8.88333320617676,716
"EHI01389",13,5.82182095697101,3.52129476600028,0.342087954282761,15.3625001907349,12.1750001907349,53.6343612670898,399.489013671875,28.5,5.80000019073486,22.7000007629395,10.7666664123535,20.283332824707,20.3833332061768,10.7666664123535,612
"EHI02767",19,8.56644899333813,5.82542347624689,1.76210904121399,10.8208331885821,9.17499970141119,49.5933646845977,331.314559819178,20.5500001703023,2.04999994550547,18.4999999863783,7.20833347525199,14.9000000772052,14.9000000772052,6.69166682675017,1141.00000095352
"EHI02819",14,4.7937339220155,3.29074031008562,3.14876627922058,12.8208332061768,7.85833358764648,50.3739280700684,277.508880615234,21.2000007629395,5.59999990463257,15.6000003814697,9.48333358764648,16.3166675567627,16.3166675567627,9.48333358764648,1160
"EHI02064",13,5.82182095697101,3.52129476600028,0.342087954282761,15.3625001907349,12.1750001907349,53.6343612670898,399.489013671875,28.5,5.80000019073486,22.7000007629395,10.7666664123535,20.283332824707,20.3833332061768,10.7666664123535,612
"EHI02811",2,2,2,0.760232210159302,11.3562498201614,7.51250004896568,48.7824707114495,283.666244450601,19.7999992370605,4.40000009536743,15.3999996185303,8.16666651797622,14.9500002963576,14.9500002963576,7.94166685432609,1422.99999815405
"EHI01268",2,2,2,0.0128326183184981,8.27916622161865,9.92500019073486,50.1262626647949,359.231872558594,19.3999996185303,-0.400000005960464,19.7999992370605,4.45000028610229,12.6499996185303,12.6666669845581,3.85000014305115,796
"EHI02804",3,2.23942203380941,2.11894913811161,0,9.34008902328575,9.01717519014136,49.5449211325568,331.011740063363,19.5987793194369,1.39877891849213,18.2000007629395,5.71503862350862,13.3652422253332,13.3652422253332,5.23170550687683,1564.42737008121
"EHI02780",2,2,2,1.08679962158203,11.8208332255284,7.55833340374165,48.6066322338906,286.290054629077,20.199999836585,4.64999987060884,15.5499997275576,8.60833360358317,15.4166670073247,15.4166670073247,8.33333302910195,1377.4999963118
"EHI02789",2,2,2,1.08679962158203,11.8208332255284,7.55833340374165,48.6066322338906,286.290054629077,20.199999836585,4.64999987060884,15.5499997275576,8.60833360358317,15.4166670073247,15.4166670073247,8.33333302910195,1377.4999963118
"EHI02835",14,4.7937339220155,3.29074031008562,3.14876627922058,12.8208332061768,7.85833358764648,50.3739280700684,277.508880615234,21.2000007629395,5.59999990463257,15.6000003814697,9.48333358764648,16.3166675567627,16.3166675567627,9.48333358764648,1160
"EHI01343",13,5.82182095697101,3.52129476600028,0.342087954282761,15.3625001907349,12.1750001907349,53.6343612670898,399.489013671875,28.5,5.80000019073486,22.7000007629395,10.7666664123535,20.283332824707,20.3833332061768,10.7666664123535,612
"EHI02785",14,6.16487856763254,3.88133614298082,6.09151744842529,9.91666698455811,9.21666717529297,50.9208106994629,317.270568847656,19.8999996185303,1.79999995231628,18.1000003814697,6.58333301544189,13.7666664123535,13.7666664123535,5.93333339691162,1035
"EHI01271",3,2.51895352519508,2.33480591488056,0.00085040315752849,17.3958340190733,12.4166666598311,43.3383574721247,609.573880858756,32.3500002315926,3.70000022822183,28.6500001225819,24.2250004064483,12.2749972227884,24.825000787918,9.77500017030455,254.999988010107
"EHI02843",29,10.3387043427226,6.68379146100014,1.56636333465576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EHI02779",10,5.40113776375332,3.45994802329283,17.9593524932861,10.4426179010199,9.25693525228199,50.8669557534655,314.112570255251,20.2966441541125,2.09832235515934,18.1983213301151,7.12969851165183,14.2299784887,14.2299784887,6.46359118708863,895.721346961419
"EHI02822",2,2,2,0.760232210159302,11.3562498201614,7.51250004896568,48.7824707114495,283.666244450601,19.7999992370605,4.40000009536743,15.3999996185303,8.16666651797622,14.9500002963576,14.9500002963576,7.94166685432609,1422.99999815405
"EHI02797",3,2.23942203380941,2.11894913811161,0,9.34008902328575,9.01717519014136,49.5449211325568,331.011740063363,19.5987793194369,1.39877891849213,18.2000007629395,5.71503862350862,13.3652422253332,13.3652422253332,5.23170550687683,1564.42737008121
"EHI02074",13,5.82182095697101,3.52129476600028,0.342087954282761,15.3625001907349,12.1750001907349,53.6343612670898,399.489013671875,28.5,5.80000019073486,22.7000007629395,10.7666664123535,20.283332824707,20.3833332061768,10.7666664123535,612
"EHI02830",5,2.34410793649773,2.14127437879309,1.75630557537079,11.8018176182652,7.58307989695252,48.6126559117956,287.26860055588,20.2010151248979,4.60202866240787,15.5989859904898,8.30490300791747,15.4183576071698,15.4183576071698,8.30185988334684,1382.59424902537
"EHI02784",2,2,2,1.27857732772827,12.8665832756532,8.53266466978849,48.763693253393,315.938176266993,21.7989970190198,4.30100242311267,17.4979955448024,9.4001666548704,16.7329995149662,16.7329995149662,8.91683402089823,839.040089333344
"EHI02766",10,5.40113776375332,3.45994802329283,17.9593524932861,10.4426179010199,9.25693525228199,50.8669557534655,314.112570255251,20.2966441541125,2.09832235515934,18.1983213301151,7.12969851165183,14.2299784887,14.2299784887,6.46359118708863,895.721346961419
"EHI02771",3,2.23942203380941,2.11894913811161,0,9.34008902328575,9.01717519014136,49.5449211325568,331.011740063363,19.5987793194369,1.39877891849213,18.2000007629395,5.71503862350862,13.3652422253332,13.3652422253332,5.23170550687683,1564.42737008121
"EHI02768",3,2.51973937406415,2.33551763788175,0.204998880624771,12.6499996185303,9.10000038146973,52.2988510131836,298.625640869141,21.3999996185303,4,17.3999996185303,15.1166667938232,15.25,16.2999992370605,8.88333320617676,716
"EHI01270",13,5.82182095697101,3.52129476600028,0.342087954282761,15.3625001907349,12.1750001907349,53.6343612670898,399.489013671875,28.5,5.80000019073486,22.7000007629395,10.7666664123535,20.283332824707,20.3833332061768,10.7666664123535,612
"EHI02832",23,11.3391686710725,6.69052908525545,0.104520842432976,11.8458337783813,11.3583335876465,51.6287879943848,372.720092773438,24,2,22,8,14.8833332061768,16.4333343505859,7.26666641235352,599
"EHI02844",29,10.3387043427226,6.68379146100014,1.56636333465576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EHI02829",2,2,2,1.6664891242981,11.8458333379764,7.55000019301184,48.709678664593,287.174438314734,20.1999998365891,4.70000007500785,15.4999995231627,8.64166645106258,15.458333526434,15.458333526434,8.35000041790182,1369.49999275912
"EHI01264",13,5.82182095697101,3.52129476600028,0.342087954282761,15.3625001907349,12.1750001907349,53.6343612670898,399.489013671875,28.5,5.80000019073486,22.7000007629395,10.7666664123535,20.283332824707,20.3833332061768,10.7666664123535,612
"EHI02837",3,2.02456059194598,2.00739989831917,5.45305967330933,12.4985696798654,8.50709746353285,48.8943188541201,319.696473462796,21.9010588293969,4.50211841163183,17.3989404076637,8.58598104260841,16.4858050729343,16.4858050729343,8.58598104260841,990.745790361747
"EHI02774",2,2,2,0.760232210159302,11.3562498201614,7.51250004896568,48.7824707114495,283.666244450601,19.7999992370605,4.40000009536743,15.3999996185303,8.16666651797622,14.9500002963576,14.9500002963576,7.94166685432609,1422.99999815405
"EHI02845",23,11.3391686710725,6.69052908525545,0.104520842432976,11.8458337783813,11.3583335876465,51.6287879943848,372.720092773438,24,2,22,8,14.8833332061768,16.4333343505859,7.26666641235352,599
"EHI02775",2,2,2,0.760232210159302,11.3562498201614,7.51250004896568,48.7824707114495,283.666244450601,19.7999992370605,4.40000009536743,15.3999996185303,8.16666651797622,14.9500002963576,14.9500002963576,7.94166685432609,1422.99999815405
"EHI01259",17,6.86335313522137,3.92078815997255,0.0269408505409956,9.62228455774485,11.3310399826814,52.4655217662145,362.852734996628,21.8956549219712,0.298551775922034,21.5971038986817,7.36401169380856,14.0471037217583,14.0971038986817,5.16425278357383,671.376541326047
"EHI01387",3,2.51895352519508,2.33480591488056,0.00085040315752849,17.3958340190733,12.4166666598311,43.3383574721247,609.573880858756,32.3500002315926,3.70000022822183,28.6500001225819,24.2250004064483,12.2749972227884,24.825000787918,9.77500017030455,254.999988010107
"EHI01248",2,2,2,0.0128326183184981,8.27916622161865,9.92500019073486,50.1262626647949,359.231872558594,19.3999996185303,-0.400000005960464,19.7999992370605,4.45000028610229,12.6499996185303,12.6666669845581,3.85000014305115,796
"EHI01257",3,2.51895352519508,2.33480591488056,0.00085040315752849,17.3958340190733,12.4166666598311,43.3383574721247,609.573880858756,32.3500002315926,3.70000022822183,28.6500001225819,24.2250004064483,12.2749972227884,24.825000787918,9.77500017030455,254.999988010107
"EHI02839",2,2,2,0.0920441150665283,12.1985036284195,8.61675228875336,49.2357098646876,316.383208755354,21.1989748042095,3.69794813756202,17.5010259587299,8.69846088095449,16.0654705983882,16.0654705983882,8.23179464955157,1041.33856508936
"EHI01273",3,2.51895352519508,2.33480591488056,0.00085040315752849,17.3958340190733,12.4166666598311,43.3383574721247,609.573880858756,32.3500002315926,3.70000022822183,28.6500001225819,24.2250004064483,12.2749972227884,24.825000787918,9.77500017030455,254.999988010107
"EHI02838",14,4.7937339220155,3.29074031008562,3.14876627922058,12.8208332061768,7.85833358764648,50.3739280700684,277.508880615234,21.2000007629395,5.59999990463257,15.6000003814697,9.48333358764648,16.3166675567627,16.3166675567627,9.48333358764648,1160
"EHI01265",2,2,2,0.0128326183184981,8.27916622161865,9.92500019073486,50.1262626647949,359.231872558594,19.3999996185303,-0.400000005960464,19.7999992370605,4.45000028610229,12.6499996185303,12.6666669845581,3.85000014305115,796
"EHI01345",13,5.82182095697101,3.52129476600028,0.342087954282761,15.3625001907349,12.1750001907349,53.6343612670898,399.489013671875,28.5,5.80000019073486,22.7000007629395,10.7666664123535,20.283332824707,20.3833332061768,10.7666664123535,612
"EHI01256",3,2.51895352519508,2.33480591488056,0.00085040315752849,17.3958340190733,12.4166666598311,43.3383574721247,609.573880858756,32.3500002315926,3.70000022822183,28.6500001225819,24.2250004064483,12.2749972227884,24.825000787918,9.77500017030455,254.999988010107
